member_full,last_name,first_name,party,state,vote_cast,lis_member_id,members_Id,vote_number
Heller (R-NV),Heller,Dean,R,NV,Yea,S352,0,288
Hirono (D-HI),Hirono,Mazie,D,HI,Yea,S361,0,288
Hoeven (R-ND),Hoeven,John,R,ND,Nay,S344,0,288
Inhofe (R-OK),Inhofe,Jim,R,OK,Nay,S236,0,288
Isakson (R-GA),Isakson,Johnny,R,GA,Nay,S305,0,288
Johnson (R-WI),Johnson,Ron,R,WI,Nay,S345,0,288
Kaine (D-VA),Kaine,Timothy,D,VA,Nay,S362,0,288
King (I-ME),King,Angus,I,ME,Nay,S363,0,288
Kirk (R-IL),Kirk,Mark,R,IL,Nay,S339,0,288
Klobuchar (D-MN),Klobuchar,Amy,D,MN,Yea,S311,0,288
Lankford (R-OK),Lankford,James,R,OK,Yea,S378,0,288
Leahy (D-VT),Leahy,Patrick,D,VT,Yea,S057,0,288
Lee (R-UT),Lee,Mike,R,UT,Yea,S346,0,288
Manchin (D-WV),Manchin,Joe,D,WV,Nay,S338,0,288
Markey (D-MA),Markey,Edward,D,MA,Yea,S369,0,288
McCain (R-AZ),McCain,John,R,AZ,Nay,S197,0,288
McCaskill (D-MO),McCaskill,Claire,D,MO,Nay,S312,0,288
McConnell (R-KY),McConnell,Mitch,R,KY,Nay,S174,0,288
Menendez (D-NJ),Menendez,Robert,D,NJ,Yea,S306,0,288
Merkley (D-OR),Merkley,Jeff,D,OR,Yea,S322,0,288
Mikulski (D-MD),Mikulski,Barbara,D,MD,Nay,S182,0,288
Moran (R-KS),Moran,Jerry,R,KS,Nay,S347,0,288
Murkowski (R-AK),Murkowski,Lisa,R,AK,Nay,S288,0,288
Murphy (D-CT),Murphy,Christopher,D,CT,Nay,S364,0,288
Murray (D-WA),Murray,Patty,D,WA,Yea,S229,0,288
Nelson (D-FL),Nelson,Bill,D,FL,Nay,S282,0,288
Paul (R-KY),Paul,Rand,R,KY,Not Voting,S348,0,288
Perdue (R-GA),Perdue,David,R,GA,Nay,S379,0,288
Peters (D-MI),Peters,Gary,D,MI,Yea,S380,0,288
Portman (R-OH),Portman,Rob,R,OH,Nay,S349,0,288
Reed (D-RI),Reed,John,D,RI,Nay,S259,0,288
Reid (D-NV),Reid,Harry,D,NV,Yea,S198,0,288
Risch (R-ID),Risch,James,R,ID,Nay,S323,0,288
Roberts (R-KS),Roberts,Pat,R,KS,Nay,S260,0,288
Rounds (R-SD),Rounds,Mike,R,SD,Nay,S381,0,288
Rubio (R-FL),Rubio,Marco,R,FL,Not Voting,S350,0,288
Sanders (I-VT),Sanders,Bernie,I,VT,Yea,S313,0,288
Sasse (R-NE),Sasse,Ben,R,NE,Nay,S382,0,288
Schatz (D-HI),Schatz,Brian,D,HI,Yea,S353,0,288
Schumer (D-NY),Schumer,Charles,D,NY,Yea,S270,0,288
Scott (R-SC),Scott,Timothy,R,SC,Nay,S365,0,288
Sessions (R-AL),Sessions,Jefferson,R,AL,Nay,S261,0,288
Shaheen (D-NH),Shaheen,Jeanne,D,NH,Yea,S324,0,288
Shelby (R-AL),Shelby,Richard,R,AL,Nay,S184,0,288
Stabenow (D-MI),Stabenow,Debbie,D,MI,Yea,S284,0,288
Sullivan (R-AK),Sullivan,Dan,R,AK,Nay,S383,0,288
Tester (D-MT),Tester,Jon,D,MT,Yea,S314,0,288
Thune (R-SD),Thune,John,R,SD,Nay,S303,0,288
Tillis (R-NC),Tillis,Thomas,R,NC,Nay,S384,0,288
Toomey (R-PA),Toomey,Pat,R,PA,Nay,S351,0,288
Udall (D-NM),Udall,Tom,D,NM,Yea,S326,0,288
Vitter (R-LA),Vitter,David,R,LA,Not Voting,S299,0,288
Warner (D-VA),Warner,Mark,D,VA,Nay,S327,0,288
Warren (D-MA),Warren,Elizabeth,D,MA,Yea,S366,0,288
Whitehouse (D-RI),Whitehouse,Sheldon,D,RI,Nay,S316,0,288
Wicker (R-MS),Wicker,Roger,R,MS,Nay,S318,0,288
Wyden (D-OR),Wyden,Ron,D,OR,Yea,S247,0,288
Alexander (R-TN),Alexander,Lamar,R,TN,Nay,S289,0,289
Ayotte (R-NH),Ayotte,Kelly,R,NH,Nay,S340,0,289
Baldwin (D-WI),Baldwin,Tammy,D,WI,Yea,S354,0,289
Barrasso (R-WY),Barrasso,John,R,WY,Nay,S317,0,289
Bennet (D-CO),Bennet,Michael,D,CO,Yea,S330,0,289
Blumenthal (D-CT),Blumenthal,Richard,D,CT,Yea,S341,0,289
Blunt (R-MO),Blunt,Roy,R,MO,Nay,S342,0,289
Booker (D-NJ),Booker,Cory,D,NJ,Yea,S370,0,289
Boozman (R-AR),Boozman,John,R,AR,Nay,S343,0,289
Boxer (D-CA),Boxer,Barbara,D,CA,Yea,S223,0,289
Brown (D-OH),Brown,Sherrod,D,OH,Yea,S307,0,289
Burr (R-NC),Burr,Richard,R,NC,Nay,S300,0,289
Cantwell (D-WA),Cantwell,Maria,D,WA,Yea,S275,0,289
Capito (R-WV),Capito,Shelley,R,WV,Nay,S372,0,289
Cardin (D-MD),Cardin,Ben,D,MD,Yea,S308,0,289
Carper (D-DE),Carper,Thomas,D,DE,Nay,S277,0,289
Casey (D-PA),Casey,Bob,D,PA,Nay,S309,0,289
Cassidy (R-LA),Cassidy,Bill,R,LA,Nay,S373,0,289
Coats (R-IN),Coats,Dan,R,IN,Nay,S212,0,289
Cochran (R-MS),Cochran,Thad,R,MS,Nay,S136,0,289
Collins (R-ME),Collins,Susan,R,ME,Nay,S252,0,289
Coons (D-DE),Coons,Christopher,D,DE,Yea,S337,0,289
Corker (R-TN),Corker,Bob,R,TN,Nay,S310,0,289
Cornyn (R-TX),Cornyn,John,R,TX,Nay,S287,0,289
Cotton (R-AR),Cotton,Tom,R,AR,Nay,S374,0,289
Crapo (R-ID),Crapo,Mike,R,ID,Nay,S266,0,289
Cruz (R-TX),Cruz,Ted,R,TX,Not Voting,S355,0,289
Daines (R-MT),Daines,Steve,R,MT,Yea,S375,0,289
Donnelly (D-IN),Donnelly,Joe,D,IN,Nay,S356,0,289
Durbin (D-IL),Durbin,Richard,D,IL,Yea,S253,0,289
Enzi (R-WY),Enzi,Mike,R,WY,Nay,S254,0,289
Ernst (R-IA),Ernst,Joni,R,IA,Nay,S376,0,289
Feinstein (D-CA),Feinstein,Dianne,D,CA,Nay,S221,0,289
Fischer (R-NE),Fischer,Deb,R,NE,Nay,S357,0,289
Flake (R-AZ),Flake,Jeff,R,AZ,Yea,S358,0,289
Franken (D-MN),Franken,Al,D,MN,Yea,S332,0,289
Gardner (R-CO),Gardner,Cory,R,CO,Yea,S377,0,289
Gillibrand (D-NY),Gillibrand,Kirsten,D,NY,Yea,S331,0,289
Graham (R-SC),Graham,Lindsey,R,SC,Not Voting,S293,0,289
Grassley (R-IA),Grassley,Chuck,R,IA,Nay,S153,0,289
Hatch (R-UT),Hatch,Orrin,R,UT,Nay,S118,0,289
Heinrich (D-NM),Heinrich,Martin,D,NM,Yea,S359,0,289
Heitkamp (D-ND),Heitkamp,Heidi,D,ND,Nay,S360,0,289
Heller (R-NV),Heller,Dean,R,NV,Yea,S352,0,289
Hirono (D-HI),Hirono,Mazie,D,HI,Yea,S361,0,289
Hoeven (R-ND),Hoeven,John,R,ND,Nay,S344,0,289
Inhofe (R-OK),Inhofe,Jim,R,OK,Nay,S236,0,289
Isakson (R-GA),Isakson,Johnny,R,GA,Nay,S305,0,289
Johnson (R-WI),Johnson,Ron,R,WI,Nay,S345,0,289
Kaine (D-VA),Kaine,Timothy,D,VA,Nay,S362,0,289
King (I-ME),King,Angus,I,ME,Nay,S363,0,289
Kirk (R-IL),Kirk,Mark,R,IL,Nay,S339,0,289
Klobuchar (D-MN),Klobuchar,Amy,D,MN,Yea,S311,0,289
Lankford (R-OK),Lankford,James,R,OK,Nay,S378,0,289
Leahy (D-VT),Leahy,Patrick,D,VT,Yea,S057,0,289
Lee (R-UT),Lee,Mike,R,UT,Yea,S346,0,289
Manchin (D-WV),Manchin,Joe,D,WV,Nay,S338,0,289
Markey (D-MA),Markey,Edward,D,MA,Yea,S369,0,289
McCain (R-AZ),McCain,John,R,AZ,Nay,S197,0,289
McCaskill (D-MO),McCaskill,Claire,D,MO,Nay,S312,0,289
McConnell (R-KY),McConnell,Mitch,R,KY,Nay,S174,0,289
Menendez (D-NJ),Menendez,Robert,D,NJ,Yea,S306,0,289
Merkley (D-OR),Merkley,Jeff,D,OR,Yea,S322,0,289
Mikulski (D-MD),Mikulski,Barbara,D,MD,Nay,S182,0,289
Moran (R-KS),Moran,Jerry,R,KS,Yea,S347,0,289
Murkowski (R-AK),Murkowski,Lisa,R,AK,Yea,S288,0,289
Murphy (D-CT),Murphy,Christopher,D,CT,Yea,S364,0,289
Murray (D-WA),Murray,Patty,D,WA,Yea,S229,0,289
Nelson (D-FL),Nelson,Bill,D,FL,Nay,S282,0,289
Paul (R-KY),Paul,Rand,R,KY,Not Voting,S348,0,289
Perdue (R-GA),Perdue,David,R,GA,Nay,S379,0,289
Peters (D-MI),Peters,Gary,D,MI,Yea,S380,0,289
Portman (R-OH),Portman,Rob,R,OH,Nay,S349,0,289
Reed (D-RI),Reed,John,D,RI,Yea,S259,0,289
Reid (D-NV),Reid,Harry,D,NV,Yea,S198,0,289
Risch (R-ID),Risch,James,R,ID,Nay,S323,0,289
Roberts (R-KS),Roberts,Pat,R,KS,Nay,S260,0,289
Rounds (R-SD),Rounds,Mike,R,SD,Nay,S381,0,289
Rubio (R-FL),Rubio,Marco,R,FL,Not Voting,S350,0,289
Sanders (I-VT),Sanders,Bernie,I,VT,Yea,S313,0,289
Sasse (R-NE),Sasse,Ben,R,NE,Nay,S382,0,289
Schatz (D-HI),Schatz,Brian,D,HI,Yea,S353,0,289
Schumer (D-NY),Schumer,Charles,D,NY,Yea,S270,0,289
Scott (R-SC),Scott,Timothy,R,SC,Nay,S365,0,289
Sessions (R-AL),Sessions,Jefferson,R,AL,Nay,S261,0,289
Shaheen (D-NH),Shaheen,Jeanne,D,NH,Yea,S324,0,289
Shelby (R-AL),Shelby,Richard,R,AL,Nay,S184,0,289
Stabenow (D-MI),Stabenow,Debbie,D,MI,Yea,S284,0,289
Sullivan (R-AK),Sullivan,Dan,R,AK,Yea,S383,0,289
Tester (D-MT),Tester,Jon,D,MT,Yea,S314,0,289
Thune (R-SD),Thune,John,R,SD,Nay,S303,0,289
Tillis (R-NC),Tillis,Thomas,R,NC,Nay,S384,0,289
Toomey (R-PA),Toomey,Pat,R,PA,Nay,S351,0,289
Udall (D-NM),Udall,Tom,D,NM,Yea,S326,0,289
Vitter (R-LA),Vitter,David,R,LA,Not Voting,S299,0,289
Warner (D-VA),Warner,Mark,D,VA,Nay,S327,0,289
Warren (D-MA),Warren,Elizabeth,D,MA,Yea,S366,0,289
Whitehouse (D-RI),Whitehouse,Sheldon,D,RI,Nay,S316,0,289
Wicker (R-MS),Wicker,Roger,R,MS,Nay,S318,0,289
Wyden (D-OR),Wyden,Ron,D,OR,Yea,S247,0,289
Alexander (R-TN),Alexander,Lamar,R,TN,Nay,S289,0,290
Ayotte (R-NH),Ayotte,Kelly,R,NH,Nay,S340,0,290
Baldwin (D-WI),Baldwin,Tammy,D,WI,Nay,S354,0,290
Barrasso (R-WY),Barrasso,John,R,WY,Nay,S317,0,290
Bennet (D-CO),Bennet,Michael,D,CO,Nay,S330,0,290
Blumenthal (D-CT),Blumenthal,Richard,D,CT,Nay,S341,0,290
Blunt (R-MO),Blunt,Roy,R,MO,Nay,S342,0,290
Booker (D-NJ),Booker,Cory,D,NJ,Nay,S370,0,290
Boozman (R-AR),Boozman,John,R,AR,Yea,S343,0,290
Boxer (D-CA),Boxer,Barbara,D,CA,Nay,S223,0,290
Brown (D-OH),Brown,Sherrod,D,OH,Nay,S307,0,290
Burr (R-NC),Burr,Richard,R,NC,Nay,S300,0,290
Cantwell (D-WA),Cantwell,Maria,D,WA,Nay,S275,0,290
Capito (R-WV),Capito,Shelley,R,WV,Yea,S372,0,290
Cardin (D-MD),Cardin,Ben,D,MD,Nay,S308,0,290
Carper (D-DE),Carper,Thomas,D,DE,Nay,S277,0,290
Casey (D-PA),Casey,Bob,D,PA,Nay,S309,0,290
Cassidy (R-LA),Cassidy,Bill,R,LA,Nay,S373,0,290
Coats (R-IN),Coats,Dan,R,IN,Nay,S212,0,290
Cochran (R-MS),Cochran,Thad,R,MS,Nay,S136,0,290
Collins (R-ME),Collins,Susan,R,ME,Nay,S252,0,290
Coons (D-DE),Coons,Christopher,D,DE,Nay,S337,0,290
Corker (R-TN),Corker,Bob,R,TN,Nay,S310,0,290
Cornyn (R-TX),Cornyn,John,R,TX,Yea,S287,0,290
Cotton (R-AR),Cotton,Tom,R,AR,Yea,S374,0,290
Crapo (R-ID),Crapo,Mike,R,ID,Nay,S266,0,290
Cruz (R-TX),Cruz,Ted,R,TX,Not Voting,S355,0,290
Daines (R-MT),Daines,Steve,R,MT,Nay,S375,0,290
Donnelly (D-IN),Donnelly,Joe,D,IN,Nay,S356,0,290
Durbin (D-IL),Durbin,Richard,D,IL,Nay,S253,0,290
Enzi (R-WY),Enzi,Mike,R,WY,Nay,S254,0,290
Ernst (R-IA),Ernst,Joni,R,IA,Nay,S376,0,290
Feinstein (D-CA),Feinstein,Dianne,D,CA,Nay,S221,0,290
Fischer (R-NE),Fischer,Deb,R,NE,Yea,S357,0,290
Flake (R-AZ),Flake,Jeff,R,AZ,Nay,S358,0,290
Franken (D-MN),Franken,Al,D,MN,Nay,S332,0,290
Gardner (R-CO),Gardner,Cory,R,CO,Nay,S377,0,290
Gillibrand (D-NY),Gillibrand,Kirsten,D,NY,Nay,S331,0,290
Graham (R-SC),Graham,Lindsey,R,SC,Not Voting,S293,0,290
Grassley (R-IA),Grassley,Chuck,R,IA,Yea,S153,0,290
Hatch (R-UT),Hatch,Orrin,R,UT,Nay,S118,0,290
Heinrich (D-NM),Heinrich,Martin,D,NM,Nay,S359,0,290
Heitkamp (D-ND),Heitkamp,Heidi,D,ND,Nay,S360,0,290
Heller (R-NV),Heller,Dean,R,NV,Nay,S352,0,290
Hirono (D-HI),Hirono,Mazie,D,HI,Nay,S361,0,290
Hoeven (R-ND),Hoeven,John,R,ND,Nay,S344,0,290
Inhofe (R-OK),Inhofe,Jim,R,OK,Yea,S236,0,290
Isakson (R-GA),Isakson,Johnny,R,GA,Yea,S305,0,290
Johnson (R-WI),Johnson,Ron,R,WI,Nay,S345,0,290
Kaine (D-VA),Kaine,Timothy,D,VA,Nay,S362,0,290
King (I-ME),King,Angus,I,ME,Nay,S363,0,290
Kirk (R-IL),Kirk,Mark,R,IL,Yea,S339,0,290
Klobuchar (D-MN),Klobuchar,Amy,D,MN,Nay,S311,0,290
Lankford (R-OK),Lankford,James,R,OK,Yea,S378,0,290
Leahy (D-VT),Leahy,Patrick,D,VT,Nay,S057,0,290
Lee (R-UT),Lee,Mike,R,UT,Nay,S346,0,290
Manchin (D-WV),Manchin,Joe,D,WV,Nay,S338,0,290
Markey (D-MA),Markey,Edward,D,MA,Nay,S369,0,290
McCain (R-AZ),McCain,John,R,AZ,Yea,S197,0,290
McCaskill (D-MO),McCaskill,Claire,D,MO,Nay,S312,0,290
McConnell (R-KY),McConnell,Mitch,R,KY,Yea,S174,0,290
Menendez (D-NJ),Menendez,Robert,D,NJ,Nay,S306,0,290
Merkley (D-OR),Merkley,Jeff,D,OR,Nay,S322,0,290
Mikulski (D-MD),Mikulski,Barbara,D,MD,Nay,S182,0,290
Moran (R-KS),Moran,Jerry,R,KS,Nay,S347,0,290
Murkowski (R-AK),Murkowski,Lisa,R,AK,Nay,S288,0,290
Murphy (D-CT),Murphy,Christopher,D,CT,Nay,S364,0,290
Murray (D-WA),Murray,Patty,D,WA,Nay,S229,0,290
Nelson (D-FL),Nelson,Bill,D,FL,Nay,S282,0,290
Paul (R-KY),Paul,Rand,R,KY,Not Voting,S348,0,290
Perdue (R-GA),Perdue,David,R,GA,Yea,S379,0,290
Peters (D-MI),Peters,Gary,D,MI,Nay,S380,0,290
Portman (R-OH),Portman,Rob,R,OH,Yea,S349,0,290
Reed (D-RI),Reed,John,D,RI,Nay,S259,0,290
Reid (D-NV),Reid,Harry,D,NV,Nay,S198,0,290
Risch (R-ID),Risch,James,R,ID,Nay,S323,0,290
Roberts (R-KS),Roberts,Pat,R,KS,Nay,S260,0,290
Rounds (R-SD),Rounds,Mike,R,SD,Yea,S381,0,290
Rubio (R-FL),Rubio,Marco,R,FL,Not Voting,S350,0,290
Sanders (I-VT),Sanders,Bernie,I,VT,Nay,S313,0,290
Sasse (R-NE),Sasse,Ben,R,NE,Yea,S382,0,290
Schatz (D-HI),Schatz,Brian,D,HI,Nay,S353,0,290
Schumer (D-NY),Schumer,Charles,D,NY,Nay,S270,0,290
Scott (R-SC),Scott,Timothy,R,SC,Yea,S365,0,290
Sessions (R-AL),Sessions,Jefferson,R,AL,Yea,S261,0,290
Shaheen (D-NH),Shaheen,Jeanne,D,NH,Nay,S324,0,290
Shelby (R-AL),Shelby,Richard,R,AL,Yea,S184,0,290
Stabenow (D-MI),Stabenow,Debbie,D,MI,Nay,S284,0,290
Sullivan (R-AK),Sullivan,Dan,R,AK,Nay,S383,0,290
Tester (D-MT),Tester,Jon,D,MT,Nay,S314,0,290
Thune (R-SD),Thune,John,R,SD,Yea,S303,0,290
Tillis (R-NC),Tillis,Thomas,R,NC,Nay,S384,0,290
Toomey (R-PA),Toomey,Pat,R,PA,Yea,S351,0,290
Udall (D-NM),Udall,Tom,D,NM,Nay,S326,0,290
Vitter (R-LA),Vitter,David,R,LA,Not Voting,S299,0,290
Warner (D-VA),Warner,Mark,D,VA,Nay,S327,0,290
Warren (D-MA),Warren,Elizabeth,D,MA,Nay,S366,0,290
Whitehouse (D-RI),Whitehouse,Sheldon,D,RI,Yea,S316,0,290
Wicker (R-MS),Wicker,Roger,R,MS,Nay,S318,0,290
Wyden (D-OR),Wyden,Ron,D,OR,Nay,S247,0,290
Alexander (R-TN),Alexander,Lamar,R,TN,Yea,S289,0,291
Ayotte (R-NH),Ayotte,Kelly,R,NH,Yea,S340,0,291
Baldwin (D-WI),Baldwin,Tammy,D,WI,Nay,S354,0,291
Barrasso (R-WY),Barrasso,John,R,WY,Yea,S317,0,291
Bennet (D-CO),Bennet,Michael,D,CO,Yea,S330,0,291
Blumenthal (D-CT),Blumenthal,Richard,D,CT,Yea,S341,0,291
Blunt (R-MO),Blunt,Roy,R,MO,Yea,S342,0,291
Booker (D-NJ),Booker,Cory,D,NJ,Nay,S370,0,291
Boozman (R-AR),Boozman,John,R,AR,Yea,S343,0,291
Boxer (D-CA),Boxer,Barbara,D,CA,Yea,S223,0,291
Brown (D-OH),Brown,Sherrod,D,OH,Nay,S307,0,291
Burr (R-NC),Burr,Richard,R,NC,Yea,S300,0,291
Cantwell (D-WA),Cantwell,Maria,D,WA,Yea,S275,0,291
Capito (R-WV),Capito,Shelley,R,WV,Yea,S372,0,291
Cardin (D-MD),Cardin,Ben,D,MD,Nay,S308,0,291
Carper (D-DE),Carper,Thomas,D,DE,Yea,S277,0,291
Casey (D-PA),Casey,Bob,D,PA,Yea,S309,0,291
Cassidy (R-LA),Cassidy,Bill,R,LA,Yea,S373,0,291
Coats (R-IN),Coats,Dan,R,IN,Yea,S212,0,291
Cochran (R-MS),Cochran,Thad,R,MS,Yea,S136,0,291
Collins (R-ME),Collins,Susan,R,ME,Yea,S252,0,291
Coons (D-DE),Coons,Christopher,D,DE,Nay,S337,0,291
Corker (R-TN),Corker,Bob,R,TN,Yea,S310,0,291
Cornyn (R-TX),Cornyn,John,R,TX,Yea,S287,0,291
Cotton (R-AR),Cotton,Tom,R,AR,Yea,S374,0,291
Crapo (R-ID),Crapo,Mike,R,ID,Nay,S266,0,291
Cruz (R-TX),Cruz,Ted,R,TX,Not Voting,S355,0,291
Daines (R-MT),Daines,Steve,R,MT,Nay,S375,0,291
Donnelly (D-IN),Donnelly,Joe,D,IN,Yea,S356,0,291
Durbin (D-IL),Durbin,Richard,D,IL,Yea,S253,0,291
Enzi (R-WY),Enzi,Mike,R,WY,Yea,S254,0,291
Ernst (R-IA),Ernst,Joni,R,IA,Yea,S376,0,291
Feinstein (D-CA),Feinstein,Dianne,D,CA,Yea,S221,0,291
Fischer (R-NE),Fischer,Deb,R,NE,Yea,S357,0,291
Flake (R-AZ),Flake,Jeff,R,AZ,Yea,S358,0,291
Franken (D-MN),Franken,Al,D,MN,Nay,S332,0,291
Gardner (R-CO),Gardner,Cory,R,CO,Yea,S377,0,291
Gillibrand (D-NY),Gillibrand,Kirsten,D,NY,Yea,S331,0,291
Graham (R-SC),Graham,Lindsey,R,SC,Not Voting,S293,0,291
Grassley (R-IA),Grassley,Chuck,R,IA,Yea,S153,0,291
Hatch (R-UT),Hatch,Orrin,R,UT,Yea,S118,0,291
Heinrich (D-NM),Heinrich,Martin,D,NM,Yea,S359,0,291
Heitkamp (D-ND),Heitkamp,Heidi,D,ND,Yea,S360,0,291
Heller (R-NV),Heller,Dean,R,NV,Nay,S352,0,291
Hirono (D-HI),Hirono,Mazie,D,HI,Yea,S361,0,291
Hoeven (R-ND),Hoeven,John,R,ND,Yea,S344,0,291
Inhofe (R-OK),Inhofe,Jim,R,OK,Yea,S236,0,291
Isakson (R-GA),Isakson,Johnny,R,GA,Yea,S305,0,291
Johnson (R-WI),Johnson,Ron,R,WI,Yea,S345,0,291
Kaine (D-VA),Kaine,Timothy,D,VA,Yea,S362,0,291
King (I-ME),King,Angus,I,ME,Yea,S363,0,291
Kirk (R-IL),Kirk,Mark,R,IL,Yea,S339,0,291
Klobuchar (D-MN),Klobuchar,Amy,D,MN,Yea,S311,0,291
Lankford (R-OK),Lankford,James,R,OK,Yea,S378,0,291
Leahy (D-VT),Leahy,Patrick,D,VT,Nay,S057,0,291
Lee (R-UT),Lee,Mike,R,UT,Nay,S346,0,291
Manchin (D-WV),Manchin,Joe,D,WV,Yea,S338,0,291
Markey (D-MA),Markey,Edward,D,MA,Nay,S369,0,291
McCain (R-AZ),McCain,John,R,AZ,Yea,S197,0,291
McCaskill (D-MO),McCaskill,Claire,D,MO,Yea,S312,0,291
McConnell (R-KY),McConnell,Mitch,R,KY,Yea,S174,0,291
Menendez (D-NJ),Menendez,Robert,D,NJ,Nay,S306,0,291
Merkley (D-OR),Merkley,Jeff,D,OR,Nay,S322,0,291
Mikulski (D-MD),Mikulski,Barbara,D,MD,Yea,S182,0,291
Moran (R-KS),Moran,Jerry,R,KS,Yea,S347,0,291
Murkowski (R-AK),Murkowski,Lisa,R,AK,Yea,S288,0,291
Murphy (D-CT),Murphy,Christopher,D,CT,Yea,S364,0,291
Murray (D-WA),Murray,Patty,D,WA,Yea,S229,0,291
Nelson (D-FL),Nelson,Bill,D,FL,Yea,S282,0,291
Paul (R-KY),Paul,Rand,R,KY,Not Voting,S348,0,291
Perdue (R-GA),Perdue,David,R,GA,Yea,S379,0,291
Peters (D-MI),Peters,Gary,D,MI,Yea,S380,0,291
Portman (R-OH),Portman,Rob,R,OH,Yea,S349,0,291
Reed (D-RI),Reed,John,D,RI,Yea,S259,0,291
Reid (D-NV),Reid,Harry,D,NV,Yea,S198,0,291
Risch (R-ID),Risch,James,R,ID,Nay,S323,0,291
Roberts (R-KS),Roberts,Pat,R,KS,Yea,S260,0,291
Rounds (R-SD),Rounds,Mike,R,SD,Yea,S381,0,291
Rubio (R-FL),Rubio,Marco,R,FL,Not Voting,S350,0,291
Sanders (I-VT),Sanders,Bernie,I,VT,Nay,S313,0,291
Sasse (R-NE),Sasse,Ben,R,NE,Yea,S382,0,291
Schatz (D-HI),Schatz,Brian,D,HI,Yea,S353,0,291
Schumer (D-NY),Schumer,Charles,D,NY,Yea,S270,0,291
Scott (R-SC),Scott,Timothy,R,SC,Yea,S365,0,291
Sessions (R-AL),Sessions,Jefferson,R,AL,Yea,S261,0,291
Shaheen (D-NH),Shaheen,Jeanne,D,NH,Yea,S324,0,291
Shelby (R-AL),Shelby,Richard,R,AL,Yea,S184,0,291
Stabenow (D-MI),Stabenow,Debbie,D,MI,Yea,S284,0,291
Sullivan (R-AK),Sullivan,Dan,R,AK,Nay,S383,0,291
Tester (D-MT),Tester,Jon,D,MT,Nay,S314,0,291
Thune (R-SD),Thune,John,R,SD,Yea,S303,0,291
Tillis (R-NC),Tillis,Thomas,R,NC,Yea,S384,0,291
Toomey (R-PA),Toomey,Pat,R,PA,Yea,S351,0,291
Udall (D-NM),Udall,Tom,D,NM,Nay,S326,0,291
Vitter (R-LA),Vitter,David,R,LA,Not Voting,S299,0,291
Warner (D-VA),Warner,Mark,D,VA,Yea,S327,0,291
Warren (D-MA),Warren,Elizabeth,D,MA,Nay,S366,0,291
Whitehouse (D-RI),Whitehouse,Sheldon,D,RI,Yea,S316,0,291
Wicker (R-MS),Wicker,Roger,R,MS,Yea,S318,0,291
Wyden (D-OR),Wyden,Ron,D,OR,Nay,S247,0,291
Alexander (R-TN),Alexander,Lamar,R,TN,Yea,S289,0,292
Ayotte (R-NH),Ayotte,Kelly,R,NH,Yea,S340,0,292
Baldwin (D-WI),Baldwin,Tammy,D,WI,Yea,S354,0,292
Barrasso (R-WY),Barrasso,John,R,WY,Yea,S317,0,292
Bennet (D-CO),Bennet,Michael,D,CO,Yea,S330,0,292
Blumenthal (D-CT),Blumenthal,Richard,D,CT,Yea,S341,0,292
Blunt (R-MO),Blunt,Roy,R,MO,Nay,S342,0,292
Booker (D-NJ),Booker,Cory,D,NJ,Yea,S370,0,292
Boozman (R-AR),Boozman,John,R,AR,Nay,S343,0,292
Boxer (D-CA),Boxer,Barbara,D,CA,Yea,S223,0,292
Brown (D-OH),Brown,Sherrod,D,OH,Yea,S307,0,292
Burr (R-NC),Burr,Richard,R,NC,Nay,S300,0,292
Cantwell (D-WA),Cantwell,Maria,D,WA,Yea,S275,0,292
Capito (R-WV),Capito,Shelley,R,WV,Yea,S372,0,292
Cardin (D-MD),Cardin,Ben,D,MD,Yea,S308,0,292
Carper (D-DE),Carper,Thomas,D,DE,Yea,S277,0,292
Casey (D-PA),Casey,Bob,D,PA,Yea,S309,0,292
Cassidy (R-LA),Cassidy,Bill,R,LA,Nay,S373,0,292
Coats (R-IN),Coats,Dan,R,IN,Nay,S212,0,292
Cochran (R-MS),Cochran,Thad,R,MS,Yea,S136,0,292
Collins (R-ME),Collins,Susan,R,ME,Yea,S252,0,292
Coons (D-DE),Coons,Christopher,D,DE,Yea,S337,0,292
Corker (R-TN),Corker,Bob,R,TN,Nay,S310,0,292
Cornyn (R-TX),Cornyn,John,R,TX,Yea,S287,0,292
Cotton (R-AR),Cotton,Tom,R,AR,Nay,S374,0,292
Crapo (R-ID),Crapo,Mike,R,ID,Nay,S266,0,292
Cruz (R-TX),Cruz,Ted,R,TX,Nay,S355,0,292
Daines (R-MT),Daines,Steve,R,MT,Nay,S375,0,292
Donnelly (D-IN),Donnelly,Joe,D,IN,Yea,S356,0,292
Durbin (D-IL),Durbin,Richard,D,IL,Yea,S253,0,292
Enzi (R-WY),Enzi,Mike,R,WY,Nay,S254,0,292
Ernst (R-IA),Ernst,Joni,R,IA,Nay,S376,0,292
Feinstein (D-CA),Feinstein,Dianne,D,CA,Yea,S221,0,292
Fischer (R-NE),Fischer,Deb,R,NE,Nay,S357,0,292
Flake (R-AZ),Flake,Jeff,R,AZ,Nay,S358,0,292
Franken (D-MN),Franken,Al,D,MN,Yea,S332,0,292
Gardner (R-CO),Gardner,Cory,R,CO,Nay,S377,0,292
Gillibrand (D-NY),Gillibrand,Kirsten,D,NY,Yea,S331,0,292
Graham (R-SC),Graham,Lindsey,R,SC,Yea,S293,0,292
