member_full,last_name,first_name,party,state,vote_cast,lis_member_id,members_Id,vote_number
Lankford (R-OK),Lankford,James,R,OK,Yea,S378,0,302
Leahy (D-VT),Leahy,Patrick,D,VT,Yea,S057,0,302
Lee (R-UT),Lee,Mike,R,UT,Yea,S346,0,302
Manchin (D-WV),Manchin,Joe,D,WV,Yea,S338,0,302
Markey (D-MA),Markey,Edward,D,MA,Yea,S369,0,302
McCain (R-AZ),McCain,John,R,AZ,Yea,S197,0,302
McCaskill (D-MO),McCaskill,Claire,D,MO,Yea,S312,0,302
McConnell (R-KY),McConnell,Mitch,R,KY,Yea,S174,0,302
Menendez (D-NJ),Menendez,Robert,D,NJ,Yea,S306,0,302
Merkley (D-OR),Merkley,Jeff,D,OR,Yea,S322,0,302
Mikulski (D-MD),Mikulski,Barbara,D,MD,Yea,S182,0,302
Moran (R-KS),Moran,Jerry,R,KS,Yea,S347,0,302
Murkowski (R-AK),Murkowski,Lisa,R,AK,Yea,S288,0,302
Murphy (D-CT),Murphy,Christopher,D,CT,Yea,S364,0,302
Murray (D-WA),Murray,Patty,D,WA,Yea,S229,0,302
Nelson (D-FL),Nelson,Bill,D,FL,Yea,S282,0,302
Paul (R-KY),Paul,Rand,R,KY,Not Voting,S348,0,302
Perdue (R-GA),Perdue,David,R,GA,Yea,S379,0,302
Peters (D-MI),Peters,Gary,D,MI,Yea,S380,0,302
Portman (R-OH),Portman,Rob,R,OH,Yea,S349,0,302
Reed (D-RI),Reed,John,D,RI,Yea,S259,0,302
Reid (D-NV),Reid,Harry,D,NV,Yea,S198,0,302
Risch (R-ID),Risch,James,R,ID,Yea,S323,0,302
Roberts (R-KS),Roberts,Pat,R,KS,Yea,S260,0,302
Rounds (R-SD),Rounds,Mike,R,SD,Yea,S381,0,302
Rubio (R-FL),Rubio,Marco,R,FL,Not Voting,S350,0,302
Sanders (I-VT),Sanders,Bernie,I,VT,Yea,S313,0,302
Sasse (R-NE),Sasse,Ben,R,NE,Yea,S382,0,302
Schatz (D-HI),Schatz,Brian,D,HI,Yea,S353,0,302
Schumer (D-NY),Schumer,Charles,D,NY,Yea,S270,0,302
Scott (R-SC),Scott,Timothy,R,SC,Yea,S365,0,302
Sessions (R-AL),Sessions,Jefferson,R,AL,Yea,S261,0,302
Shaheen (D-NH),Shaheen,Jeanne,D,NH,Yea,S324,0,302
Shelby (R-AL),Shelby,Richard,R,AL,Yea,S184,0,302
Stabenow (D-MI),Stabenow,Debbie,D,MI,Yea,S284,0,302
Sullivan (R-AK),Sullivan,Dan,R,AK,Yea,S383,0,302
Tester (D-MT),Tester,Jon,D,MT,Yea,S314,0,302
Thune (R-SD),Thune,John,R,SD,Yea,S303,0,302
Tillis (R-NC),Tillis,Thomas,R,NC,Yea,S384,0,302
Toomey (R-PA),Toomey,Pat,R,PA,Yea,S351,0,302
Udall (D-NM),Udall,Tom,D,NM,Yea,S326,0,302
Vitter (R-LA),Vitter,David,R,LA,Not Voting,S299,0,302
Warner (D-VA),Warner,Mark,D,VA,Yea,S327,0,302
Warren (D-MA),Warren,Elizabeth,D,MA,Yea,S366,0,302
Whitehouse (D-RI),Whitehouse,Sheldon,D,RI,Yea,S316,0,302
Wicker (R-MS),Wicker,Roger,R,MS,Yea,S318,0,302
Wyden (D-OR),Wyden,Ron,D,OR,Yea,S247,0,302
Alexander (R-TN),Alexander,Lamar,R,TN,Yea,S289,0,303
Ayotte (R-NH),Ayotte,Kelly,R,NH,Yea,S340,0,303
Baldwin (D-WI),Baldwin,Tammy,D,WI,Yea,S354,0,303
Barrasso (R-WY),Barrasso,John,R,WY,Yea,S317,0,303
Bennet (D-CO),Bennet,Michael,D,CO,Yea,S330,0,303
Blumenthal (D-CT),Blumenthal,Richard,D,CT,Yea,S341,0,303
Blunt (R-MO),Blunt,Roy,R,MO,Yea,S342,0,303
Booker (D-NJ),Booker,Cory,D,NJ,Yea,S370,0,303
Boozman (R-AR),Boozman,John,R,AR,Yea,S343,0,303
Boxer (D-CA),Boxer,Barbara,D,CA,Yea,S223,0,303
Brown (D-OH),Brown,Sherrod,D,OH,Yea,S307,0,303
Burr (R-NC),Burr,Richard,R,NC,Yea,S300,0,303
Cantwell (D-WA),Cantwell,Maria,D,WA,Yea,S275,0,303
Capito (R-WV),Capito,Shelley,R,WV,Yea,S372,0,303
Cardin (D-MD),Cardin,Ben,D,MD,Yea,S308,0,303
Carper (D-DE),Carper,Thomas,D,DE,Yea,S277,0,303
Casey (D-PA),Casey,Bob,D,PA,Yea,S309,0,303
Cassidy (R-LA),Cassidy,Bill,R,LA,Yea,S373,0,303
Coats (R-IN),Coats,Dan,R,IN,Yea,S212,0,303
Cochran (R-MS),Cochran,Thad,R,MS,Yea,S136,0,303
Collins (R-ME),Collins,Susan,R,ME,Yea,S252,0,303
Coons (D-DE),Coons,Christopher,D,DE,Yea,S337,0,303
Corker (R-TN),Corker,Bob,R,TN,Nay,S310,0,303
Cornyn (R-TX),Cornyn,John,R,TX,Yea,S287,0,303
Cotton (R-AR),Cotton,Tom,R,AR,Yea,S374,0,303
Crapo (R-ID),Crapo,Mike,R,ID,Not Voting,S266,0,303
Cruz (R-TX),Cruz,Ted,R,TX,Not Voting,S355,0,303
Daines (R-MT),Daines,Steve,R,MT,Yea,S375,0,303
Donnelly (D-IN),Donnelly,Joe,D,IN,Yea,S356,0,303
Durbin (D-IL),Durbin,Richard,D,IL,Yea,S253,0,303
Enzi (R-WY),Enzi,Mike,R,WY,Yea,S254,0,303
Ernst (R-IA),Ernst,Joni,R,IA,Yea,S376,0,303
Feinstein (D-CA),Feinstein,Dianne,D,CA,Yea,S221,0,303
Fischer (R-NE),Fischer,Deb,R,NE,Yea,S357,0,303
Flake (R-AZ),Flake,Jeff,R,AZ,Nay,S358,0,303
Franken (D-MN),Franken,Al,D,MN,Yea,S332,0,303
Gardner (R-CO),Gardner,Cory,R,CO,Not Voting,S377,0,303
Gillibrand (D-NY),Gillibrand,Kirsten,D,NY,Yea,S331,0,303
Graham (R-SC),Graham,Lindsey,R,SC,Not Voting,S293,0,303
Grassley (R-IA),Grassley,Chuck,R,IA,Yea,S153,0,303
Hatch (R-UT),Hatch,Orrin,R,UT,Yea,S118,0,303
Heinrich (D-NM),Heinrich,Martin,D,NM,Yea,S359,0,303
Heitkamp (D-ND),Heitkamp,Heidi,D,ND,Yea,S360,0,303
Heller (R-NV),Heller,Dean,R,NV,Not Voting,S352,0,303
Hirono (D-HI),Hirono,Mazie,D,HI,Yea,S361,0,303
Hoeven (R-ND),Hoeven,John,R,ND,Yea,S344,0,303
Inhofe (R-OK),Inhofe,Jim,R,OK,Yea,S236,0,303
Isakson (R-GA),Isakson,Johnny,R,GA,Yea,S305,0,303
Johnson (R-WI),Johnson,Ron,R,WI,Not Voting,S345,0,303
Kaine (D-VA),Kaine,Timothy,D,VA,Yea,S362,0,303
King (I-ME),King,Angus,I,ME,Yea,S363,0,303
Kirk (R-IL),Kirk,Mark,R,IL,Yea,S339,0,303
Klobuchar (D-MN),Klobuchar,Amy,D,MN,Yea,S311,0,303
Lankford (R-OK),Lankford,James,R,OK,Yea,S378,0,303
Leahy (D-VT),Leahy,Patrick,D,VT,Not Voting,S057,0,303
Lee (R-UT),Lee,Mike,R,UT,Nay,S346,0,303
Manchin (D-WV),Manchin,Joe,D,WV,Yea,S338,0,303
Markey (D-MA),Markey,Edward,D,MA,Yea,S369,0,303
McCain (R-AZ),McCain,John,R,AZ,Yea,S197,0,303
McCaskill (D-MO),McCaskill,Claire,D,MO,Yea,S312,0,303
McConnell (R-KY),McConnell,Mitch,R,KY,Yea,S174,0,303
Menendez (D-NJ),Menendez,Robert,D,NJ,Yea,S306,0,303
Merkley (D-OR),Merkley,Jeff,D,OR,Yea,S322,0,303
Mikulski (D-MD),Mikulski,Barbara,D,MD,Yea,S182,0,303
Moran (R-KS),Moran,Jerry,R,KS,Yea,S347,0,303
Murkowski (R-AK),Murkowski,Lisa,R,AK,Yea,S288,0,303
Murphy (D-CT),Murphy,Christopher,D,CT,Yea,S364,0,303
Murray (D-WA),Murray,Patty,D,WA,Yea,S229,0,303
Nelson (D-FL),Nelson,Bill,D,FL,Yea,S282,0,303
Paul (R-KY),Paul,Rand,R,KY,Not Voting,S348,0,303
Perdue (R-GA),Perdue,David,R,GA,Nay,S379,0,303
Peters (D-MI),Peters,Gary,D,MI,Yea,S380,0,303
Portman (R-OH),Portman,Rob,R,OH,Yea,S349,0,303
Reed (D-RI),Reed,John,D,RI,Yea,S259,0,303
Reid (D-NV),Reid,Harry,D,NV,Yea,S198,0,303
Risch (R-ID),Risch,James,R,ID,Nay,S323,0,303
Roberts (R-KS),Roberts,Pat,R,KS,Yea,S260,0,303
Rounds (R-SD),Rounds,Mike,R,SD,Yea,S381,0,303
Rubio (R-FL),Rubio,Marco,R,FL,Not Voting,S350,0,303
Sanders (I-VT),Sanders,Bernie,I,VT,Yea,S313,0,303
Sasse (R-NE),Sasse,Ben,R,NE,Nay,S382,0,303
Schatz (D-HI),Schatz,Brian,D,HI,Yea,S353,0,303
Schumer (D-NY),Schumer,Charles,D,NY,Yea,S270,0,303
Scott (R-SC),Scott,Timothy,R,SC,Yea,S365,0,303
Sessions (R-AL),Sessions,Jefferson,R,AL,Yea,S261,0,303
Shaheen (D-NH),Shaheen,Jeanne,D,NH,Yea,S324,0,303
Shelby (R-AL),Shelby,Richard,R,AL,Nay,S184,0,303
Stabenow (D-MI),Stabenow,Debbie,D,MI,Yea,S284,0,303
Sullivan (R-AK),Sullivan,Dan,R,AK,Yea,S383,0,303
Tester (D-MT),Tester,Jon,D,MT,Yea,S314,0,303
Thune (R-SD),Thune,John,R,SD,Yea,S303,0,303
Tillis (R-NC),Tillis,Thomas,R,NC,Yea,S384,0,303
Toomey (R-PA),Toomey,Pat,R,PA,Yea,S351,0,303
Udall (D-NM),Udall,Tom,D,NM,Yea,S326,0,303
Vitter (R-LA),Vitter,David,R,LA,Not Voting,S299,0,303
Warner (D-VA),Warner,Mark,D,VA,Not Voting,S327,0,303
Warren (D-MA),Warren,Elizabeth,D,MA,Yea,S366,0,303
Whitehouse (D-RI),Whitehouse,Sheldon,D,RI,Yea,S316,0,303
Wicker (R-MS),Wicker,Roger,R,MS,Yea,S318,0,303
Wyden (D-OR),Wyden,Ron,D,OR,Yea,S247,0,303
Alexander (R-TN),Alexander,Lamar,R,TN,Nay,S289,0,304
Ayotte (R-NH),Ayotte,Kelly,R,NH,Nay,S340,0,304
Baldwin (D-WI),Baldwin,Tammy,D,WI,Yea,S354,0,304
Barrasso (R-WY),Barrasso,John,R,WY,Nay,S317,0,304
Bennet (D-CO),Bennet,Michael,D,CO,Yea,S330,0,304
Blumenthal (D-CT),Blumenthal,Richard,D,CT,Yea,S341,0,304
Blunt (R-MO),Blunt,Roy,R,MO,Nay,S342,0,304
Booker (D-NJ),Booker,Cory,D,NJ,Yea,S370,0,304
Boozman (R-AR),Boozman,John,R,AR,Nay,S343,0,304
Boxer (D-CA),Boxer,Barbara,D,CA,Not Voting,S223,0,304
Brown (D-OH),Brown,Sherrod,D,OH,Yea,S307,0,304
Burr (R-NC),Burr,Richard,R,NC,Yea,S300,0,304
Cantwell (D-WA),Cantwell,Maria,D,WA,Yea,S275,0,304
Capito (R-WV),Capito,Shelley,R,WV,Nay,S372,0,304
Cardin (D-MD),Cardin,Ben,D,MD,Yea,S308,0,304
Carper (D-DE),Carper,Thomas,D,DE,Yea,S277,0,304
Casey (D-PA),Casey,Bob,D,PA,Yea,S309,0,304
Cassidy (R-LA),Cassidy,Bill,R,LA,Nay,S373,0,304
Coats (R-IN),Coats,Dan,R,IN,Yea,S212,0,304
Cochran (R-MS),Cochran,Thad,R,MS,Yea,S136,0,304
Collins (R-ME),Collins,Susan,R,ME,Nay,S252,0,304
Coons (D-DE),Coons,Christopher,D,DE,Yea,S337,0,304
Corker (R-TN),Corker,Bob,R,TN,Nay,S310,0,304
Cornyn (R-TX),Cornyn,John,R,TX,Nay,S287,0,304
Cotton (R-AR),Cotton,Tom,R,AR,Nay,S374,0,304
Crapo (R-ID),Crapo,Mike,R,ID,Not Voting,S266,0,304
Cruz (R-TX),Cruz,Ted,R,TX,Not Voting,S355,0,304
Daines (R-MT),Daines,Steve,R,MT,Nay,S375,0,304
Donnelly (D-IN),Donnelly,Joe,D,IN,Yea,S356,0,304
Durbin (D-IL),Durbin,Richard,D,IL,Yea,S253,0,304
Enzi (R-WY),Enzi,Mike,R,WY,Nay,S254,0,304
Ernst (R-IA),Ernst,Joni,R,IA,Yea,S376,0,304
Feinstein (D-CA),Feinstein,Dianne,D,CA,Yea,S221,0,304
Fischer (R-NE),Fischer,Deb,R,NE,Yea,S357,0,304
Flake (R-AZ),Flake,Jeff,R,AZ,Yea,S358,0,304
Franken (D-MN),Franken,Al,D,MN,Yea,S332,0,304
Gardner (R-CO),Gardner,Cory,R,CO,Not Voting,S377,0,304
Gillibrand (D-NY),Gillibrand,Kirsten,D,NY,Yea,S331,0,304
Graham (R-SC),Graham,Lindsey,R,SC,Not Voting,S293,0,304
Grassley (R-IA),Grassley,Chuck,R,IA,Yea,S153,0,304
Hatch (R-UT),Hatch,Orrin,R,UT,Nay,S118,0,304
Heinrich (D-NM),Heinrich,Martin,D,NM,Yea,S359,0,304
Heitkamp (D-ND),Heitkamp,Heidi,D,ND,Nay,S360,0,304
Heller (R-NV),Heller,Dean,R,NV,Not Voting,S352,0,304
Hirono (D-HI),Hirono,Mazie,D,HI,Yea,S361,0,304
Hoeven (R-ND),Hoeven,John,R,ND,Nay,S344,0,304
Inhofe (R-OK),Inhofe,Jim,R,OK,Not Voting,S236,0,304
Isakson (R-GA),Isakson,Johnny,R,GA,Yea,S305,0,304
Johnson (R-WI),Johnson,Ron,R,WI,Not Voting,S345,0,304
Kaine (D-VA),Kaine,Timothy,D,VA,Yea,S362,0,304
King (I-ME),King,Angus,I,ME,Yea,S363,0,304
Kirk (R-IL),Kirk,Mark,R,IL,Nay,S339,0,304
Klobuchar (D-MN),Klobuchar,Amy,D,MN,Yea,S311,0,304
Lankford (R-OK),Lankford,James,R,OK,Nay,S378,0,304
Leahy (D-VT),Leahy,Patrick,D,VT,Not Voting,S057,0,304
Lee (R-UT),Lee,Mike,R,UT,Nay,S346,0,304
Manchin (D-WV),Manchin,Joe,D,WV,Yea,S338,0,304
Markey (D-MA),Markey,Edward,D,MA,Yea,S369,0,304
McCain (R-AZ),McCain,John,R,AZ,Yea,S197,0,304
McCaskill (D-MO),McCaskill,Claire,D,MO,Yea,S312,0,304
McConnell (R-KY),McConnell,Mitch,R,KY,Nay,S174,0,304
Menendez (D-NJ),Menendez,Robert,D,NJ,Yea,S306,0,304
Merkley (D-OR),Merkley,Jeff,D,OR,Yea,S322,0,304
Mikulski (D-MD),Mikulski,Barbara,D,MD,Yea,S182,0,304
Moran (R-KS),Moran,Jerry,R,KS,Nay,S347,0,304
Murkowski (R-AK),Murkowski,Lisa,R,AK,Nay,S288,0,304
Murphy (D-CT),Murphy,Christopher,D,CT,Yea,S364,0,304
Murray (D-WA),Murray,Patty,D,WA,Yea,S229,0,304
Nelson (D-FL),Nelson,Bill,D,FL,Yea,S282,0,304
Paul (R-KY),Paul,Rand,R,KY,Not Voting,S348,0,304
Perdue (R-GA),Perdue,David,R,GA,Yea,S379,0,304
Peters (D-MI),Peters,Gary,D,MI,Yea,S380,0,304
Portman (R-OH),Portman,Rob,R,OH,Yea,S349,0,304
Reed (D-RI),Reed,John,D,RI,Yea,S259,0,304
Reid (D-NV),Reid,Harry,D,NV,Yea,S198,0,304
Risch (R-ID),Risch,James,R,ID,Nay,S323,0,304
Roberts (R-KS),Roberts,Pat,R,KS,Nay,S260,0,304
Rounds (R-SD),Rounds,Mike,R,SD,Nay,S381,0,304
Rubio (R-FL),Rubio,Marco,R,FL,Not Voting,S350,0,304
Sanders (I-VT),Sanders,Bernie,I,VT,Yea,S313,0,304
Sasse (R-NE),Sasse,Ben,R,NE,Yea,S382,0,304
Schatz (D-HI),Schatz,Brian,D,HI,Yea,S353,0,304
Schumer (D-NY),Schumer,Charles,D,NY,Yea,S270,0,304
Scott (R-SC),Scott,Timothy,R,SC,Nay,S365,0,304
Sessions (R-AL),Sessions,Jefferson,R,AL,Nay,S261,0,304
Shaheen (D-NH),Shaheen,Jeanne,D,NH,Yea,S324,0,304
Shelby (R-AL),Shelby,Richard,R,AL,Nay,S184,0,304
Stabenow (D-MI),Stabenow,Debbie,D,MI,Yea,S284,0,304
Sullivan (R-AK),Sullivan,Dan,R,AK,Nay,S383,0,304
Tester (D-MT),Tester,Jon,D,MT,Nay,S314,0,304
Thune (R-SD),Thune,John,R,SD,Nay,S303,0,304
Tillis (R-NC),Tillis,Thomas,R,NC,Yea,S384,0,304
Toomey (R-PA),Toomey,Pat,R,PA,Yea,S351,0,304
Udall (D-NM),Udall,Tom,D,NM,Yea,S326,0,304
Vitter (R-LA),Vitter,David,R,LA,Not Voting,S299,0,304
Warner (D-VA),Warner,Mark,D,VA,Not Voting,S327,0,304
Warren (D-MA),Warren,Elizabeth,D,MA,Yea,S366,0,304
Whitehouse (D-RI),Whitehouse,Sheldon,D,RI,Yea,S316,0,304
Wicker (R-MS),Wicker,Roger,R,MS,Yea,S318,0,304
Wyden (D-OR),Wyden,Ron,D,OR,Yea,S247,0,304
Alexander (R-TN),Alexander,Lamar,R,TN,Yea,S289,0,305
Ayotte (R-NH),Ayotte,Kelly,R,NH,Yea,S340,0,305
Baldwin (D-WI),Baldwin,Tammy,D,WI,Yea,S354,0,305
Barrasso (R-WY),Barrasso,John,R,WY,Yea,S317,0,305
Bennet (D-CO),Bennet,Michael,D,CO,Yea,S330,0,305
Blumenthal (D-CT),Blumenthal,Richard,D,CT,Yea,S341,0,305
Blunt (R-MO),Blunt,Roy,R,MO,Not Voting,S342,0,305
Booker (D-NJ),Booker,Cory,D,NJ,Yea,S370,0,305
Boozman (R-AR),Boozman,John,R,AR,Yea,S343,0,305
Boxer (D-CA),Boxer,Barbara,D,CA,Yea,S223,0,305
Brown (D-OH),Brown,Sherrod,D,OH,Yea,S307,0,305
Burr (R-NC),Burr,Richard,R,NC,Yea,S300,0,305
Cantwell (D-WA),Cantwell,Maria,D,WA,Yea,S275,0,305
Capito (R-WV),Capito,Shelley,R,WV,Yea,S372,0,305
Cardin (D-MD),Cardin,Ben,D,MD,Yea,S308,0,305
Carper (D-DE),Carper,Thomas,D,DE,Yea,S277,0,305
Casey (D-PA),Casey,Bob,D,PA,Yea,S309,0,305
Cassidy (R-LA),Cassidy,Bill,R,LA,Yea,S373,0,305
Coats (R-IN),Coats,Dan,R,IN,Yea,S212,0,305
Cochran (R-MS),Cochran,Thad,R,MS,Yea,S136,0,305
Collins (R-ME),Collins,Susan,R,ME,Yea,S252,0,305
Coons (D-DE),Coons,Christopher,D,DE,Yea,S337,0,305
Corker (R-TN),Corker,Bob,R,TN,Yea,S310,0,305
Cornyn (R-TX),Cornyn,John,R,TX,Yea,S287,0,305
Cotton (R-AR),Cotton,Tom,R,AR,Not Voting,S374,0,305
Crapo (R-ID),Crapo,Mike,R,ID,Yea,S266,0,305
Cruz (R-TX),Cruz,Ted,R,TX,Not Voting,S355,0,305
Daines (R-MT),Daines,Steve,R,MT,Yea,S375,0,305
Donnelly (D-IN),Donnelly,Joe,D,IN,Yea,S356,0,305
Durbin (D-IL),Durbin,Richard,D,IL,Yea,S253,0,305
Enzi (R-WY),Enzi,Mike,R,WY,Yea,S254,0,305
Ernst (R-IA),Ernst,Joni,R,IA,Yea,S376,0,305
Feinstein (D-CA),Feinstein,Dianne,D,CA,Yea,S221,0,305
Fischer (R-NE),Fischer,Deb,R,NE,Yea,S357,0,305
Flake (R-AZ),Flake,Jeff,R,AZ,Yea,S358,0,305
Franken (D-MN),Franken,Al,D,MN,Yea,S332,0,305
Gardner (R-CO),Gardner,Cory,R,CO,Yea,S377,0,305
Gillibrand (D-NY),Gillibrand,Kirsten,D,NY,Yea,S331,0,305
Graham (R-SC),Graham,Lindsey,R,SC,Not Voting,S293,0,305
Grassley (R-IA),Grassley,Chuck,R,IA,Yea,S153,0,305
Hatch (R-UT),Hatch,Orrin,R,UT,Yea,S118,0,305
Heinrich (D-NM),Heinrich,Martin,D,NM,Yea,S359,0,305
Heitkamp (D-ND),Heitkamp,Heidi,D,ND,Yea,S360,0,305
Heller (R-NV),Heller,Dean,R,NV,Yea,S352,0,305
Hirono (D-HI),Hirono,Mazie,D,HI,Yea,S361,0,305
Hoeven (R-ND),Hoeven,John,R,ND,Yea,S344,0,305
Inhofe (R-OK),Inhofe,Jim,R,OK,Yea,S236,0,305
Isakson (R-GA),Isakson,Johnny,R,GA,Yea,S305,0,305
Johnson (R-WI),Johnson,Ron,R,WI,Yea,S345,0,305
Kaine (D-VA),Kaine,Timothy,D,VA,Yea,S362,0,305
King (I-ME),King,Angus,I,ME,Yea,S363,0,305
Kirk (R-IL),Kirk,Mark,R,IL,Yea,S339,0,305
Klobuchar (D-MN),Klobuchar,Amy,D,MN,Yea,S311,0,305
Lankford (R-OK),Lankford,James,R,OK,Yea,S378,0,305
Leahy (D-VT),Leahy,Patrick,D,VT,Yea,S057,0,305
Lee (R-UT),Lee,Mike,R,UT,Yea,S346,0,305
Manchin (D-WV),Manchin,Joe,D,WV,Yea,S338,0,305
Markey (D-MA),Markey,Edward,D,MA,Yea,S369,0,305
McCain (R-AZ),McCain,John,R,AZ,Yea,S197,0,305
McCaskill (D-MO),McCaskill,Claire,D,MO,Yea,S312,0,305
McConnell (R-KY),McConnell,Mitch,R,KY,Yea,S174,0,305
Menendez (D-NJ),Menendez,Robert,D,NJ,Yea,S306,0,305
Merkley (D-OR),Merkley,Jeff,D,OR,Yea,S322,0,305
Mikulski (D-MD),Mikulski,Barbara,D,MD,Yea,S182,0,305
Moran (R-KS),Moran,Jerry,R,KS,Yea,S347,0,305
Murkowski (R-AK),Murkowski,Lisa,R,AK,Yea,S288,0,305
Murphy (D-CT),Murphy,Christopher,D,CT,Yea,S364,0,305
Murray (D-WA),Murray,Patty,D,WA,Yea,S229,0,305
Nelson (D-FL),Nelson,Bill,D,FL,Yea,S282,0,305
Paul (R-KY),Paul,Rand,R,KY,Yea,S348,0,305
Perdue (R-GA),Perdue,David,R,GA,Nay,S379,0,305
Peters (D-MI),Peters,Gary,D,MI,Yea,S380,0,305
Portman (R-OH),Portman,Rob,R,OH,Yea,S349,0,305
Reed (D-RI),Reed,John,D,RI,Yea,S259,0,305
Reid (D-NV),Reid,Harry,D,NV,Yea,S198,0,305
Risch (R-ID),Risch,James,R,ID,Yea,S323,0,305
Roberts (R-KS),Roberts,Pat,R,KS,Yea,S260,0,305
Rounds (R-SD),Rounds,Mike,R,SD,Yea,S381,0,305
Rubio (R-FL),Rubio,Marco,R,FL,Yea,S350,0,305
Sanders (I-VT),Sanders,Bernie,I,VT,Not Voting,S313,0,305
Sasse (R-NE),Sasse,Ben,R,NE,Yea,S382,0,305
Schatz (D-HI),Schatz,Brian,D,HI,Yea,S353,0,305
Schumer (D-NY),Schumer,Charles,D,NY,Yea,S270,0,305
Scott (R-SC),Scott,Timothy,R,SC,Yea,S365,0,305
Sessions (R-AL),Sessions,Jefferson,R,AL,Yea,S261,0,305
Shaheen (D-NH),Shaheen,Jeanne,D,NH,Yea,S324,0,305
Shelby (R-AL),Shelby,Richard,R,AL,Yea,S184,0,305
Stabenow (D-MI),Stabenow,Debbie,D,MI,Yea,S284,0,305
Sullivan (R-AK),Sullivan,Dan,R,AK,Yea,S383,0,305
Tester (D-MT),Tester,Jon,D,MT,Yea,S314,0,305
Thune (R-SD),Thune,John,R,SD,Yea,S303,0,305
Tillis (R-NC),Tillis,Thomas,R,NC,Yea,S384,0,305
Toomey (R-PA),Toomey,Pat,R,PA,Yea,S351,0,305
Udall (D-NM),Udall,Tom,D,NM,Yea,S326,0,305
Vitter (R-LA),Vitter,David,R,LA,Not Voting,S299,0,305
Warner (D-VA),Warner,Mark,D,VA,Yea,S327,0,305
Warren (D-MA),Warren,Elizabeth,D,MA,Yea,S366,0,305
Whitehouse (D-RI),Whitehouse,Sheldon,D,RI,Yea,S316,0,305
Wicker (R-MS),Wicker,Roger,R,MS,Yea,S318,0,305
Wyden (D-OR),Wyden,Ron,D,OR,Yea,S247,0,305
Alexander (R-TN),Alexander,Lamar,R,TN,Yea,S289,0,306
Ayotte (R-NH),Ayotte,Kelly,R,NH,Nay,S340,0,306
Baldwin (D-WI),Baldwin,Tammy,D,WI,Nay,S354,0,306
Barrasso (R-WY),Barrasso,John,R,WY,Yea,S317,0,306
Bennet (D-CO),Bennet,Michael,D,CO,Nay,S330,0,306
Blumenthal (D-CT),Blumenthal,Richard,D,CT,Nay,S341,0,306
Blunt (R-MO),Blunt,Roy,R,MO,Yea,S342,0,306
Booker (D-NJ),Booker,Cory,D,NJ,Nay,S370,0,306
Boozman (R-AR),Boozman,John,R,AR,Yea,S343,0,306
Boxer (D-CA),Boxer,Barbara,D,CA,Nay,S223,0,306
Brown (D-OH),Brown,Sherrod,D,OH,Nay,S307,0,306
Burr (R-NC),Burr,Richard,R,NC,Yea,S300,0,306
Cantwell (D-WA),Cantwell,Maria,D,WA,Nay,S275,0,306
Capito (R-WV),Capito,Shelley,R,WV,Yea,S372,0,306
Cardin (D-MD),Cardin,Ben,D,MD,Nay,S308,0,306
Carper (D-DE),Carper,Thomas,D,DE,Nay,S277,0,306
Casey (D-PA),Casey,Bob,D,PA,Nay,S309,0,306
Cassidy (R-LA),Cassidy,Bill,R,LA,Yea,S373,0,306
Coats (R-IN),Coats,Dan,R,IN,Yea,S212,0,306
Cochran (R-MS),Cochran,Thad,R,MS,Yea,S136,0,306
Collins (R-ME),Collins,Susan,R,ME,Nay,S252,0,306
Coons (D-DE),Coons,Christopher,D,DE,Nay,S337,0,306
Corker (R-TN),Corker,Bob,R,TN,Yea,S310,0,306
Cornyn (R-TX),Cornyn,John,R,TX,Yea,S287,0,306
Cotton (R-AR),Cotton,Tom,R,AR,Yea,S374,0,306
Crapo (R-ID),Crapo,Mike,R,ID,Yea,S266,0,306
Cruz (R-TX),Cruz,Ted,R,TX,Yea,S355,0,306
Daines (R-MT),Daines,Steve,R,MT,Yea,S375,0,306
Donnelly (D-IN),Donnelly,Joe,D,IN,Yea,S356,0,306
Durbin (D-IL),Durbin,Richard,D,IL,Nay,S253,0,306
Enzi (R-WY),Enzi,Mike,R,WY,Yea,S254,0,306
Ernst (R-IA),Ernst,Joni,R,IA,Yea,S376,0,306
Feinstein (D-CA),Feinstein,Dianne,D,CA,Nay,S221,0,306
Fischer (R-NE),Fischer,Deb,R,NE,Yea,S357,0,306
Flake (R-AZ),Flake,Jeff,R,AZ,Yea,S358,0,306
Franken (D-MN),Franken,Al,D,MN,Nay,S332,0,306
Gardner (R-CO),Gardner,Cory,R,CO,Yea,S377,0,306
Gillibrand (D-NY),Gillibrand,Kirsten,D,NY,Nay,S331,0,306
Graham (R-SC),Graham,Lindsey,R,SC,Not Voting,S293,0,306
Grassley (R-IA),Grassley,Chuck,R,IA,Yea,S153,0,306
Hatch (R-UT),Hatch,Orrin,R,UT,Yea,S118,0,306
Heinrich (D-NM),Heinrich,Martin,D,NM,Nay,S359,0,306
Heitkamp (D-ND),Heitkamp,Heidi,D,ND,Yea,S360,0,306
Heller (R-NV),Heller,Dean,R,NV,Yea,S352,0,306
Hirono (D-HI),Hirono,Mazie,D,HI,Nay,S361,0,306
Hoeven (R-ND),Hoeven,John,R,ND,Yea,S344,0,306
Inhofe (R-OK),Inhofe,Jim,R,OK,Yea,S236,0,306
Isakson (R-GA),Isakson,Johnny,R,GA,Yea,S305,0,306
